date,title,release_date,platform,subsidiary,account,distributor,units_sold,weeks_before_launch,preorder_status
2022-05-28,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,15.0,21,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,6,Current
2022-07-23,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,US,Best Buy,U&I,17.0,13,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,15.0,6,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Target,Cokem,18.0,10,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Target,Cokem,15.0,9,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Target,Cokem,16.0,8,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Target,Cokem,15.0,5,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Target,Cokem,17.0,4,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Target,Cokem,16.0,2,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,12,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,11,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,10,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,16.0,17,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,16.0,16,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,15.0,11,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,15.0,10,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,16.0,9,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,9,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,8,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,17.0,8,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,15.0,7,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,US,Best Buy,U&I,16.0,12,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,US,Best Buy,U&I,16.0,14,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,19.0,2,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,16.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,16.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,16.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,18.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,18.0,9,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,18.0,11,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,15.0,12,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,15.0,14,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,22.0,15,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,27.0,16,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,16.0,17,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,19.0,18,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,17.0,19,Current
2022-06-04,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,46.0,20,Current
2022-05-28,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,15.0,21,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon CA,,16.0,18,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon CA,,16.0,19,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,1,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,15.0,3,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1/XSX,US,Amazon US,,21.0,1,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,10,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,US,Best Buy,U&I,16.0,19,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,9,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,7,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,5,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,4,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,3,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,2,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Gamestop Canada,Solutions 2 Go,15.0,1,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,12,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,11,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,10,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,9,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,8,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,7,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,6,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,5,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,4,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,US,Best Buy,U&I,16.0,16,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,1,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,22.0,3,Current
2022-06-04,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,20,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,17.0,7,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,17.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,17.0,10,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,15.0,11,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,15.0,12,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,16.0,14,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,16.0,15,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,17.0,16,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,16.0,17,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,16.0,18,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,23.0,19,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,32.0,1,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,15.0,3,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,16.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,17.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,15.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,18.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,24.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,38.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,18.0,10,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,17.0,8,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,7,Current
2022-07-23,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,16.0,13,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,8,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,24.0,19,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,18,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,17,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,12,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,11,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,10,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,9,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,8,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,7,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,6,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,4,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,2,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Target,Cokem,16.0,2,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,12,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,11,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,10,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Best Buy,U&I,15.0,6,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,9,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,17.0,12,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,20.0,14,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,15.0,4,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,US,Best Buy,U&I,16.0,11,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,35.0,15,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,31.0,14,Current
2022-07-23,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,23.0,13,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,24.0,12,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,28.0,11,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,29.0,10,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,24.0,9,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,33.0,8,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,15.0,1,Current
2022-06-04,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,20,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,24.0,19,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,20.0,18,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,20.0,17,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,19.0,16,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,20.0,12,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,9,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,19.0,8,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,19.0,7,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,6,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,5,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,U&I,36.0,16,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,,39.0,1,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,18.0,15,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,18.0,18,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,85.0,16,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,22.0,17,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,20.0,18,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon US,,43.0,19,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,,30.0,6,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,,26.0,5,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,,27.0,4,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,,33.0,3,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,6,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,5,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,4,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,3,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,2,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart CA,Solutions 2 Go,15.0,1,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,US,Walmart.com,Cokem,15.0,4,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,GameStop,,38.0,2,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,US,Walmart CA,Solutions 2 Go,15.0,2,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,19.0,19,Current
2022-02-04,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Amazon CA,,16.0,37,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,10,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,US,Best Buy,U&I,17.0,7,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,16.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,15.0,10,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,16.0,11,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,15.0,12,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,21.0,14,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Micromania,Just for Games,15.0,3,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Indie,Centresoft,20.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,16.0,2,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,16.0,18,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,3,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,5,Current
2022-05-28,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,22.0,21,Current
2022-05-21,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,24.0,22,Current
2022-05-14,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,22.0,23,Current
2022-05-07,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,26.0,24,Current
2022-04-30,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,26.0,25,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,16.0,7,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,15.0,6,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,15.0,5,Current
2022-06-04,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,19.0,20,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon UK,,17.0,19,Current
2022-06-04,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon UK,,17.0,20,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,15.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,15.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,15.0,3,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,15.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,16.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,15.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,16.0,8,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Amazon France,Just for Games,19.0,12,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Just for Games,15.0,15,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,15.0,1,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,,Astragon,15.0,3,Current
2022-04-23,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,25.0,26,Current
2022-04-16,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,26.0,27,Current
2022-04-09,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,26.0,28,Current
2022-07-23,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,13,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,16.0,15,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Argos Online,Centresoft,15.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Argos Online,Centresoft,15.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Argos Online,Centresoft,16.0,3,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon UK,,16.0,15,Current
2022-06-04,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon UK,,17.0,20,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,15.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,16.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,15.0,3,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,15.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,15.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,16.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,15.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,15.0,9,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,Amazon France,Just for Games,16.0,12,Current
2022-07-09,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Just for Games,15.0,15,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,16.0,14,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,12,Current
2022-04-02,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,33.0,29,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,11,Current
